,yyyymmdd,NO$_2$/CO,Fire Name,Mean HWP,Mean HWP Bin,NO$_2$/CO + min
87,20200905T202813,0.001484987639435624,CreekFire,34.32432358,"[30.0, 38.0)",0.001984987639435624
88,20200907T194958,0.0008225545849079514,CreekFire,33.771279625,"[30.0, 38.0)",0.0013225545849079514
89,20200911T201455,0.0004157604001811462,CreekFire,20.821130165,"[15.0, 22.0)",0.0009157604001811462
90,20200913T193639,0.0003565903671054571,CreekFire,33.515896115,"[30.0, 38.0)",0.0008565903671054571
91,20200914T205901,0.000159490877439516,CreekFire,29.28567603,"[22.0, 30.0)",0.000659490877439516
92,20200914T191731,7.360100912754735e-05,CreekFire,29.28567603,"[22.0, 30.0)",0.0005736010091275473
93,20200916T202045,0.00116948612200681,CreekFire,22.46124041,"[22.0, 30.0)",0.00166948612200681
94,20200919T192320,8.4247779653692e-05,CreekFire,9.2321159195,"[8.0, 15.0)",0.0005842477796536921
95,20200920T204541,0.0005855214491168764,CreekFire,14.79600299,"[8.0, 15.0)",0.0010855214491168764
96,20200921T202633,0.001116965061408482,CreekFire,23.103762155000002,"[22.0, 30.0)",0.001616965061408482
97,20200922T200725,0.0006592804640407216,CreekFire,17.581411019999997,"[15.0, 22.0)",0.0011592804640407216
98,20200924T192908,0.0001495897721722149,CreekFire,15.42646834,"[15.0, 22.0)",0.000649589772172215
99,20200925T191000,0.0001384719210040545,CreekFire,10.96052014,"[8.0, 15.0)",0.0006384719210040545
100,20200926T203221,0.0001866940372538007,CreekFire,11.807323335,"[8.0, 15.0)",0.0006866940372538007
101,20200927T201312,0.0005447975186646763,CreekFire,14.630083540000001,"[8.0, 15.0)",0.0010447975186646764
102,20200928T195404,0.0008374434601308031,CreekFire,19.961375545000003,"[15.0, 22.0)",0.001337443460130803
103,20200929T193456,0.0002506027375668427,CreekFire,27.542070940000002,"[22.0, 30.0)",0.0007506027375668427
