,yyyymmdd,NO$_2$/CO,Fire Name,Mean HWP,Mean HWP Bin,NO$_2$/CO + min
41,20210710T205752,0.001295312754050191,Beckworth,56.01178178,"[52.0, 60.0)",0.001795312754050191
42,20210710T191622,0.001310653012233883,Beckworth,56.01178178,"[52.0, 60.0)",0.001810653012233883
43,20210713T200040,0.002682156459658069,Beckworth,68.18120666500002,"[68.0, 75.0)",0.003182156459658069
44,20210714T194136,0.002254095044860726,Beckworth,44.02078252,"[38.0, 45.0)",0.002754095044860726
45,20210715T210401,0.001100322381268366,Beckworth,52.11268717999999,"[52.0, 60.0)",0.001600322381268366
46,20210715T192232,0.001318925204107386,Beckworth,52.11268717999999,"[52.0, 60.0)",0.001818925204107386
47,20210716T204457,0.0006398656695342869,Beckworth,48.34410602,"[45.0, 52.0)",0.0011398656695342868
48,20210706T203237,0.003591418888857102,Bootleg,65.71886076000001,"[60.0, 68.0)",0.004091418888857102
49,20210707T201333,0.0007098441516943566,Bootleg,43.432065879999996,"[38.0, 45.0)",0.0012098441516943566
50,20210708T195430,0.001250806728429391,Bootleg,57.73089074000001,"[52.0, 60.0)",0.001750806728429391
51,20210709T193526,0.001272035774307801,Bootleg,36.30363043999999,"[30.0, 38.0)",0.001772035774307801
52,20210710T191622,0.0008675119357937146,Bootleg,38.795427690000004,"[38.0, 45.0)",0.0013675119357937147
53,20210710T205752,0.0006839199709526135,Bootleg,38.795427690000004,"[38.0, 45.0)",0.0011839199709526135
54,20210711T203848,0.0002703860615438543,Bootleg,18.300108775,"[15.0, 22.0)",0.0007703860615438543
55,20210712T201944,0.001359180024960796,Bootleg,39.028134955,"[38.0, 45.0)",0.001859180024960796
56,20210713T200040,0.0002556010596324559,Bootleg,17.439986405,"[15.0, 22.0)",0.0007556010596324559
57,20210714T194136,0.001628255452353799,Bootleg,25.737288534999998,"[22.0, 30.0)",0.0021282554523537993
58,20210715T210401,0.0007865204482748463,Bootleg,28.091334465,"[22.0, 30.0)",0.0012865204482748463
59,20210715T192232,0.00112059621588938,Bootleg,28.091334465,"[22.0, 30.0)",0.00162059621588938
60,20210716T204457,0.0007836176563130855,Bootleg,28.027321045,"[22.0, 30.0)",0.0012836176563130854
61,20210716T190327,0.000805934644741562,Bootleg,28.027321045,"[22.0, 30.0)",0.0013059346447415621
62,20210717T202552,0.001616869631130646,Bootleg,36.92263919,"[30.0, 38.0)",0.002116869631130646
63,20210718T200648,0.002332202431827495,Bootleg,54.558772465000004,"[52.0, 60.0)",0.002832202431827495
64,20210719T194743,0.002562281291410391,Bootleg,57.682541935,"[52.0, 60.0)",0.003062281291410391
65,20210721T190933,0.001210614650834887,Bootleg,44.423891909999995,"[38.0, 45.0)",0.001710614650834887
66,20210721T205103,0.001471033916586037,Bootleg,44.423891909999995,"[38.0, 45.0)",0.0019710339165860367
67,20210723T201253,0.0003197688598277766,Bootleg,18.173633435,"[15.0, 22.0)",0.0008197688598277766
68,20210724T195348,0.0001705502945752696,Bootleg,50.52027021500001,"[45.0, 52.0)",0.0006705502945752696
69,20210725T193443,0.001386483339587679,Bootleg,43.59784532,"[38.0, 45.0)",0.001886483339587679
70,20210815T193934,0.0006652061894961258,Caldor,27.251708124999986,"[22.0, 30.0)",0.0011652061894961258
71,20210816T210157,0.001007554741366596,Caldor,29.26960851,"[22.0, 30.0)",0.001507554741366596
72,20210817T204250,0.0008564173774813323,Caldor,39.198256785,"[38.0, 45.0)",0.0013564173774813322
73,20210818T202343,0.0009294016238289303,Caldor,10.85229685,"[8.0, 15.0)",0.0014294016238289302
74,20210819T200436,0.0003445853066003897,Caldor,15.185042475,"[15.0, 22.0)",0.0008445853066003897
75,20210820T194529,0.0006313866275804537,Caldor,12.976901445,"[8.0, 15.0)",0.0011313866275804536
76,20210821T210752,0.0004688536036617021,Caldor,29.021641534999997,"[22.0, 30.0)",0.0009688536036617021
77,20210822T190715,0.001183319119536071,Caldor,22.44688793,"[22.0, 30.0)",0.001683319119536071
78,20210822T204845,0.001442158358107436,Caldor,22.44688793,"[22.0, 30.0)",0.001942158358107436
79,20210823T202937,0.00224320773751857,Caldor,21.697074535,"[15.0, 22.0)",0.00274320773751857
80,20210825T195123,0.003122113965104408,Caldor,26.250035405,"[22.0, 30.0)",0.003622113965104408
81,20210826T193215,0.002023413082201867,Caldor,28.693041915,"[22.0, 30.0)",0.002523413082201867
82,20210827T205437,0.0004175733272860123,Caldor,30.900213459999996,"[30.0, 38.0)",0.0009175733272860123
83,20210829T201622,0.002459001640624222,Caldor,43.29279040500001,"[38.0, 45.0)",0.002959001640624222
84,20210830T195715,0.002389189794047818,Caldor,46.32858686,"[45.0, 52.0)",0.002889189794047818
85,20210901T191859,0.0010342316349583,Caldor,45.411458214999996,"[45.0, 52.0)",0.0015342316349583
86,20210901T210029,0.001020614597172543,Caldor,45.411458214999996,"[45.0, 52.0)",0.001520614597172543
