,index,Unnamed: 0,Time_Stop,Day_Of_Year,Latitude,Longitude,Pressure_Altitude,MSL_GPS_Altitude,Static_Air_Temp,Static_Pressure,CO_DACOM,CO2,H2O_DLH,NO_CL,NO2_CL,O3_CL,HNO3_CITCIMS,HNO3_PM1_NO3_SAGAMC,BC_mass_90_550_nm,OA_PM1_AMS,Sulfate_PM1_AMS,Nitrate_PM1_AMS,Ammonium_PM1_AMS,Smoke_flag,smoke_age,CH2O_ISAF,CH2O_CAMS,jNO2_NO_O3P_CAFS,PAN_GTCIMS,NH3_UIOPTR,convert_ppb_to_molec_cm3,M_molec_cm3,NOx_CL,Longitude_0to360,temperature_K,OA_PM1_AMS_ambient_og,OA_PM1_AMS_ambient,Sulfate_PM1_AMS_ambient,Nitrate_PM1_AMS_ambient,Ammonium_PM1_AMS_ambient,BC_mass_90_550_nm_ambient,DoY_corrected,Time_Stop_corrected,yyyymmdd,RF,year,month,day,hour,minute,second,julfrac,yyyy-mm-dd
0,25628,25628,79201.0,215.0,47.843446,-118.929772,23966.0,7615.0,-23.8,393.28,87.45,409.93,1991.19,-0.00864,0.03003,54.211,16.8,72.0,0.93,0.0041,0.2263,0.0178,0.0176,,,57.0,600.0,0.012332,141.1907,,11426408667.346264,1.1426408667346262e+19,0.02139,241.070228,249.35,0.0017432550734055,0.0017432550734055,0.0962191763686992,0.0075682781235653,0.0074832412907163,0.3954212727480791,215.0,79201.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,1.0,42218.91667824074,2019-08-03
1,25629,25629,79202.0,215.0,47.842744,-118.932022,23965.0,7615.0,-23.8,393.3,87.41,410.04,1985.49,0.00264,0.0167,54.127,8.9,72.0,0.84,,,,,,,115.0,627.0,0.012332,139.4721,,11426989749.96767,1.1426989749967671e+19,0.01934,241.067978,249.35,,,,,,0.3571728608371403,215.0,79202.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,2.0,42218.91668981482,2019-08-03
2,25630,25630,79203.0,215.0,47.842041,-118.934272,23965.0,7614.0,-23.8,393.3,87.36,409.96,1973.22,0.0028,-0.01248,53.87,7.1,72.0,0.0,,,,,,,10.0,631.0,0.012332,140.0,,11426989749.96767,1.1426989749967671e+19,-0.00968,241.065728,249.35,,,,,,0.0,215.0,79203.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,3.0,42218.91670138889,2019-08-03
3,25631,25631,79204.0,215.0,47.841338,-118.936522,23964.0,7614.0,-23.8,393.32,87.42,410.06,1965.95,0.00211,-0.02534,53.808,22.5,72.0,8.76,,,,,,,151.0,532.0,0.012334,140.4794,,11427570832.589075,1.1427570832589076e+19,-0.02323,241.063478,249.35,,,,,,3.7249921043862826,215.0,79204.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,4.0,42218.91671296296,2019-08-03
4,25632,25632,79205.0,215.0,47.840635,-118.938771,23962.0,7614.0,-23.79,393.35,87.4,409.93,1949.47,0.00272,-0.01397,53.984,14.2,72.0,0.0,,,,,,,118.0,501.0,0.012333,142.0408,,11427984145.546831,1.1427984145546832e+19,-0.01125,241.061229,249.36,,,,,,0.0,215.0,79205.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,5.0,42218.91672453703,2019-08-03
5,25633,25633,79206.0,215.0,47.839931,-118.94102,23962.0,7613.0,-23.8,393.35,87.51,409.98,1943.69,0.01005,-0.00514,54.136,9.7,72.0,1.61,,,,,,,116.0,440.0,0.012332,145.0,,11428442456.521189,1.1428442456521187e+19,0.00491,241.05898,249.35,,,,,,0.6846683470286996,215.0,79206.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,6.0,42218.91673611111,2019-08-03
6,25634,25634,79207.0,215.0,47.839227,-118.943269,23961.0,7613.0,-23.8,393.37,87.46,410.0,1933.62,0.00364,0.02275,54.144,8.1,72.0,4.66,,,,,,,117.0,384.0,0.012331,140.6403,,11429023539.142595,1.1429023539142597e+19,0.02639,241.056731,249.35,,,,,,1.981811628487213,215.0,79207.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,7.0,42218.91674768519,2019-08-03
7,25635,25635,79208.0,215.0,47.838522,-118.945517,23961.0,7613.0,-23.79,393.37,87.53,409.91,1930.35,-0.00305,0.06722,54.007,17.3,72.0,0.0,,,,,,,60.0,381.0,0.012332,139.9,,11428565204.865278,1.1428565204865278e+19,0.06417,241.054483,249.36,,,,,,0.0,215.0,79208.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,8.0,42218.91675925926,2019-08-03
8,25636,25636,79209.0,215.0,47.837817,-118.947765,23960.0,7613.0,-23.79,393.39,87.48,409.93,1932.24,0.01006,-0.01325,53.936,9.3,72.0,1.02,,,,,,,141.0,388.0,0.012333,139.9,,11429146264.183723,1.1429146264183724e+19,-0.00319,241.052235,249.36,,,,,,0.4337917526603114,215.0,79209.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,9.0,42218.91677083333,2019-08-03
9,25637,25637,79210.0,215.0,47.837113,-118.950013,23960.0,7613.0,-23.78,393.39,87.39,410.01,1937.68,-0.01271,0.00767,53.925,10.5,72.0,1.75,-0.0201,0.1254,0.0162,0.0171,,,103.0,506.0,0.012333,148.2212,,11428687943.364697,1.1428687943364694e+19,-0.00504,241.049987,249.37,-0.0085479064497901,-0.0085479064497901,0.0533287297912278,0.0068893574371442,0.0072720995169856,0.7442207108026216,215.0,79210.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,10.0,42218.91678240741,2019-08-03
10,25638,25638,79211.0,215.0,47.836407,-118.95226,23958.0,7613.0,-23.78,393.42,87.52,409.87,1931.35,0.00972,-0.03246,54.234,14.2,72.0,0.0,0.11779,0.15202,0.015816,0.024524,,,156.0,451.0,0.012334,142.8169,,11429559497.390728,1.1429559497390727e+19,-0.02274,241.04774,249.37,0.0500962529306198,0.0500962529306198,0.0646543201503763,0.0067265670799786,0.0104300917469269,0.0,215.0,79211.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,11.0,42218.91679398148,2019-08-03
11,25639,25639,79212.0,215.0,47.835702,-118.954507,23958.0,7613.0,-23.79,393.42,87.46,410.01,1928.82,0.00398,-0.03179,53.909,13.6,72.0,4.65,0.18843,0.21394,0.015736,0.043436,,,110.0,473.0,0.012335,137.2902,,11430017853.161394,1.1430017853161394e+19,-0.0278099999999999,241.045493,249.36,0.0801427582502249,0.0801427582502249,0.0909926322775201,0.0066928113560767,0.0184741328204466,1.9777308595422487,215.0,79212.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,12.0,42218.91680555556,2019-08-03
12,25640,25640,79213.0,215.0,47.834996,-118.956754,23958.0,7613.0,-23.79,393.42,87.5,409.94,1938.33,0.00285,-0.0016,54.091,13.1,72.0,1.16,-0.2186,0.22184,0.013012,0.03842,,,122.0,532.0,0.012332,138.5,,11430017853.161394,1.1430017853161394e+19,0.00125,241.043246,249.36,-0.0929746163217065,-0.0929746163217065,0.0943526481464199,0.0055342438590029,0.0163407354029275,0.493369418724518,215.0,79213.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,13.0,42218.916817129626,2019-08-03
13,25641,25641,79214.0,215.0,47.834291,-118.959,23958.0,7613.0,-23.83,393.42,87.44,409.86,1943.55,-0.0051,-0.04038,53.885,10.1,72.0,0.0,0.026488,0.18125,0.003356,0.016672,,,111.0,471.0,0.012334,150.3804,,11431851643.928787,1.143185164392879e+19,-0.04548,241.041,249.32,0.0112676429354372,0.0112676429354372,0.077101339551797,0.0014275977684735,0.0070920470786623,0.0,215.0,79214.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,14.0,42218.9168287037,2019-08-03
14,25642,25642,79215.0,215.0,47.833585,-118.961246,23959.0,7613.0,-23.83,393.4,87.41,409.87,1942.47,0.00016,0.00712,53.954,11.5,72.0,3.51,0.24414,0.12324,0.000472,0.024256,,,134.0,560.0,0.012334,157.2439,,11431270491.38728,1.1431270491387283e+19,0.00728,241.038754,249.32,0.103848629632185,0.103848629632185,0.0524219919549049,0.0002007723158285,0.010317655281225,1.4930314164371643,215.0,79215.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,15.0,42218.91684027778,2019-08-03
15,25643,25643,79216.0,215.0,47.83288,-118.963492,23959.0,7614.0,-23.81,393.4,87.31,409.97,1951.46,8e-05,0.05188,54.427,18.7,72.0,5.85,0.17746,0.15503,6.985e-14,0.024932,,,181.0,690.0,0.012332,154.8,,11430353569.073065,1.1430353569073064e+19,0.05196,241.036508,249.34,0.0754792315630362,0.0754792315630362,0.0659390582058915,2.9709367320399436e-14,0.0106043514106256,2.488186096268241,215.0,79216.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,16.0,42218.91685185185,2019-08-03
16,25644,25644,79217.0,215.0,47.832175,-118.965738,23960.0,7614.0,-23.81,393.39,87.22,410.0,1964.17,0.01096,0.04427,54.497,18.9,72.0,0.0,0.009864,0.17734,0.001072,0.024704,,,170.0,760.0,0.012333,152.495,,11430063016.109947,1.1430063016109945e+19,0.0552299999999999,241.034262,249.34,0.0041953579098917,0.0041953579098917,0.0754262745073196,0.0004559431953978,0.0105071088611076,0.0,215.0,79217.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,17.0,42218.916863425926,2019-08-03
17,25645,25645,79218.0,215.0,47.83147,-118.967983,23961.0,7614.0,-23.8,393.37,87.07,409.98,1944.81,0.01784,0.08384,55.701,39.2,72.0,10.15,-0.020056,0.1874,-0.009052,0.02586,,,214.0,725.0,0.012335,150.71,,11429023539.142595,1.1429023539142597e+19,0.1016799999999999,241.032017,249.35,-0.0085294450688711,-0.0085294450688711,0.0796977466048291,-0.0038496478242631,0.010997778693708,4.316606873207126,215.0,79218.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,18.0,42218.916875,2019-08-03
18,25646,25646,79219.0,215.0,47.830766,-118.970228,23961.0,7615.0,-23.8,393.37,86.96,410.01,1943.62,0.02316,0.03712,55.576,26.9,72.0,2.55,0.071144,0.13559,0.014948,0.013052,,,251.0,771.0,0.012333,148.4,,11429023539.142595,1.1429023539142597e+19,0.06028,241.029772,249.35,0.0302562245701919,0.0302562245701919,0.0576639138855324,0.0063571073439113,0.0055507736856255,1.0844677366185391,215.0,79219.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,19.0,42218.91688657407,2019-08-03
19,25647,25647,79220.0,215.0,47.830062,-118.972474,23962.0,7615.0,-23.83,393.35,87.01,409.99,1941.15,0.01231,0.13046,55.363,26.5,72.0,6.67,-0.19482,0.1224,0.040796,0.010816,,,210.0,718.0,0.012331,150.9935,,11429817610.033522,1.1429817610033525e+19,0.1427699999999999,241.027526,249.32,-0.0828590915993204,-0.0828590915993204,0.0520580680205154,0.0173509880961188,0.0046001639191984,2.8368244583074995,215.0,79220.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,20.0,42218.91689814815,2019-08-03
20,25648,25648,79221.0,215.0,47.829358,-118.974719,23963.0,7615.0,-23.77,393.34,86.99,409.96,1958.58,0.00687,0.06561,55.131,38.6,72.0,7.42,-0.18692,0.17994,0.002264,0.01858,,,223.0,763.0,0.012331,151.0549,,11426777127.507154,1.1426777127507157e+19,0.07248,241.025281,249.38,-0.0794779867743654,-0.0794779867743654,0.076510105607636,0.00096264798875,0.0079001765154489,3.15496823168089,215.0,79221.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,21.0,42218.91690972223,2019-08-03
21,25649,25649,79222.0,215.0,47.828654,-118.976964,23964.0,7615.0,-23.82,393.32,86.96,409.74,1955.95,0.02657,0.0171,55.091,28.0,72.0,0.83,-0.035676,0.1567,-0.011896,0.031952,,,219.0,641.0,0.012332,150.4,,11428487494.910706,1.1428487494910704e+19,0.04367,241.023036,249.33,-0.0151716299441021,-0.0151716299441021,0.0666384799932954,-0.0050589110274425,0.0135879560481542,0.3529670605898864,215.0,79222.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,22.0,42218.916921296295,2019-08-03
22,25650,25650,79223.0,215.0,47.827951,-118.979209,23964.0,7615.0,-23.81,393.32,86.96,409.68,1969.44,-0.00069,0.03903,55.134,20.7,72.0,0.0,0.12434,0.15084,-0.010328,0.027764,,,227.0,604.0,0.01233,147.4323,,11428029145.368118,1.1428029145368115e+19,0.03834,241.020791,249.34,0.0528748965661945,0.0528748965661945,0.0641438748435321,-0.0043919248169185,0.0118064872789434,0.0,215.0,79223.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,23.0,42218.91693287037,2019-08-03
23,25651,25651,79224.0,215.0,47.827249,-118.981454,23965.0,7615.0,-23.81,393.3,87.0,409.64,1975.94,0.00598,0.03654,54.935,12.7,72.0,0.0,0.2331,0.19673,0.011436,0.0301,,,285.0,495.0,0.012328,143.7531,,11427448039.44188,1.142744803944188e+19,0.04252,241.018546,249.34,0.0991194439953601,0.0991194439953602,0.0836540893059082,0.0048628483978161,0.0127992074828843,0.0,215.0,79224.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,24.0,42218.91694444444,2019-08-03
24,25652,25652,79225.0,215.0,47.826547,-118.983699,23962.0,7614.0,-23.79,393.35,87.07,409.56,1980.96,-0.00257,0.06619,55.027,10.5,72.0,0.0,-0.10757,0.16711,0.008676,0.027536,,,230.0,395.0,0.012329,141.2892,,11427984145.546831,1.1427984145546832e+19,0.06362,241.016301,249.36,-0.0457433667936772,-0.0457433667936772,0.0710623224401915,0.0036894064358273,0.0117094854330268,0.0,215.0,79225.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,25.0,42218.91695601852,2019-08-03
25,25653,25653,79226.0,215.0,47.82585,-118.985945,23957.0,7612.0,-23.78,393.44,87.26,409.54,1986.42,0.0154,-0.04539,54.742,14.3,72.0,1.06,0.048488,0.15802,0.011516,0.006976,,,142.0,512.0,0.012328,148.1,,11430140533.408085,1.1430140533408082e+19,-0.02999,241.014055,249.37,0.0206230630510099,0.0206230630510099,0.0672095451105549,0.0048980200069178,0.0029670534533048,0.450842411195977,215.0,79226.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,26.0,42218.9169675926,2019-08-03
26,25654,25654,79227.0,215.0,47.825159,-118.988194,23948.0,7609.0,-23.75,393.59,87.15,409.6,1969.93,0.00938,0.07685,55.098,33.0,72.0,1.44,0.048944,0.18499,0.027384,0.040792,,,204.0,539.0,0.012326,151.1705,,11433122862.68377,1.1433122862683769e+19,0.08623,241.011806,249.4,0.0208224418848968,0.0208224418848968,0.0787010363739592,0.0116500847616871,0.0173543038854345,0.6126249655576047,215.0,79227.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,27.0,42218.916979166665,2019-08-03
27,25655,25655,79228.0,215.0,47.824478,-118.990446,23935.0,7604.0,-23.72,393.81,87.12,409.64,1966.61,-0.00559,-0.01062,54.151,22.6,72.0,4.03,-0.05884,0.23428,0.022396,0.054572,,,164.0,473.0,0.012325,151.1509,,11438137611.439917,1.1438137611439915e+19,-0.01621,241.009554,249.43,-0.0250435164541698,-0.0250435164541698,0.099714395562252,0.0095321990908835,0.02322696770797,1.7152510419834202,215.0,79228.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,28.0,42218.91699074074,2019-08-03
28,25656,25656,79229.0,215.0,47.823808,-118.992704,23918.0,7597.0,-23.64,394.1,87.26,409.54,1950.23,-0.00718,0.00601,54.733,7.0,72.0,0.0,0.20303,0.25398,0.024438,0.022851,,,120.0,460.0,0.012323,144.9,,11442890514.289412,1.1442890514289412e+19,-0.00117,241.007296,249.51,0.0864496592346906,0.0864496592346906,0.1081440400552959,0.010405638439528,0.0097298978632316,0.0,215.0,79229.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,29.0,42218.91700231482,2019-08-03
29,25657,25657,79230.0,215.0,47.823151,-118.994969,23895.0,7590.0,-23.62,394.49,87.43,409.58,2007.38,0.00649,-0.00372,56.28,10.1,72.0,0.87,0.21905,0.37206,0.032479,0.012187,,,137.0,349.0,0.012324,152.4167,,11453296296.14669,1.145329629614669e+19,0.00277,241.005031,249.53,0.0933557520852748,0.0933557520852748,0.1585662685270366,0.0138420519149858,0.005193912580065,0.3707806633836528,215.0,79230.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,30.0,42218.91701388889,2019-08-03
30,25658,25658,79231.0,215.0,47.822512,-118.997242,23870.0,7581.0,-23.53,394.92,86.77,409.68,2026.36,0.00608,-0.00885,54.905,8.1,72.0,1.14,0.37282,0.18389,0.03335,0.026958,,,176.0,337.0,0.012334,150.401,,11461646595.777231,1.146164659577723e+19,-0.00277,241.002758,249.62,0.1590060115549728,0.1590060115549729,0.0784282373929616,0.014223621279326,0.0114974627420711,0.4862047453802615,215.0,79231.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,31.0,42218.91702546296,2019-08-03
31,25659,25659,79232.0,215.0,47.821896,-118.999529,23841.0,7570.0,-23.49,395.42,87.37,409.76,2027.54,0.00512,0.00097,54.744,21.3,72.0,13.72,0.28906,0.26987,0.025478,0.038329,,,146.0,241.0,0.012347,138.8,,11474319262.31318,1.1474319262313175e+19,0.00609,241.000471,249.66,0.1234190662553181,0.1234190662553181,0.11522557050551,0.010878263924628,0.0163652161852213,5.857986539206275,215.0,79232.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,32.0,42218.91703703704,2019-08-03
32,25660,25660,79233.0,215.0,47.821305,-119.001831,23805.0,7557.0,-23.4,396.03,87.08,409.89,1986.72,0.00045,-0.02634,55.244,23.6,72.0,3.28,-0.041336,0.2967,0.007752,0.011472,,,188.0,335.0,0.012361,151.2825,,11487879007.22469,1.148787900722469e+19,-0.02589,240.998169,249.75,-0.017669962582378,-0.017669962582378,0.1268307987756816,0.0033137591914697,0.0049039532307199,1.4021065722421158,215.0,79233.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,33.0,42218.91704861111,2019-08-03
33,25661,25661,79234.0,215.0,47.820744,-119.004149,23764.0,7543.0,-23.29,396.73,86.9,410.01,1983.06,-0.00147,0.01234,55.605,20.5,72.0,2.65,0.40635,0.42358,0.014825,0.0053343,,,157.0,402.0,0.012377,148.4839,,11503117887.46514,1.150311788746514e+19,0.01087,240.995851,249.86,0.1739334707498375,0.1739334707498375,0.1813085752189397,0.0063456717210934,0.002283286115469,1.1343021963506077,215.0,79234.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,34.0,42218.91706018519,2019-08-03
34,25662,25662,79235.0,215.0,47.820217,-119.006486,23717.0,7526.0,-23.21,397.54,86.65,410.1,1960.26,-0.00381,0.0339,55.806,23.5,72.0,4.42,0.34203,0.22747,0.026871,0.026919,,,172.0,370.0,0.012391,140.7,,11522914299.04688,1.152291429904688e+19,0.03009,240.993514,249.94,0.1466539823829813,0.1466539823829814,0.0975334952274852,0.011521618456314,0.011542199666016,1.8951863933946664,215.0,79235.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,35.0,42218.91707175926,2019-08-03
35,25663,25663,79236.0,215.0,47.819728,-119.008845,23666.0,7509.0,-23.17,398.42,85.63,410.22,1929.76,0.02086,-0.03976,56.767,27.9,72.0,1.48,0.10211,0.23877,0.022459,0.035154,,,136.0,480.0,0.012407,141.1626,,11546573684.999926,1.1546573684999924e+19,-0.0188999999999999,240.991155,249.98,0.0438721316211292,0.0438721316211292,0.102588863648781,0.0096496347476147,0.015104112378897,0.6358902634342503,215.0,79236.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,36.0,42218.91708333333,2019-08-03
36,25664,25664,79237.0,215.0,47.819283,-119.011225,23611.0,7490.0,-23.11,399.36,83.78,410.39,2000.94,0.00576,-0.02301,58.414,22.3,72.0,0.0,0.065547,0.21886,0.029636,0.03246,,,166.0,336.0,0.012419,156.5885,,11571038467.860058,1.1571038467860058e+19,-0.0172499999999999,240.988775,250.04,0.028222305277533,0.028222305277533,0.0942336603206995,0.0127602520207632,0.0139761702184497,0.0,215.0,79237.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,37.0,42218.91709490741,2019-08-03
37,25665,25665,79238.0,215.0,47.818886,-119.013629,23552.0,7471.0,-23.07,400.38,84.17,410.69,2124.81,8e-05,0.05069,62.44,28.3,72.0,0.0,0.24187,0.19935,0.036884,0.031423,,,130.0,326.0,0.012424,174.3356,,11598736400.50291,1.1598736400502909e+19,0.0507699999999999,240.986371,250.08,0.104390267773143,0.1043902677731431,0.0860387806696823,0.0159190087094084,0.0135620597190039,0.0,215.0,79238.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,38.0,42218.91710648148,2019-08-03
38,25666,25666,79239.0,215.0,47.81854,-119.016055,23488.0,7451.0,-22.89,401.49,91.66,410.37,2150.08,-0.00441,0.04307,68.378,25.0,72.0,0.86,0.26697,0.23546,0.01494,0.021667,,,93.0,391.0,0.012427,216.8,,11622526803.541204,1.1622526803541205e+19,0.03866,240.983945,250.26,0.1154596791690749,0.1154596791690749,0.1018321761139843,0.0064612788207887,0.0093705842175388,0.3719343899516967,215.0,79239.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,39.0,42218.91711805556,2019-08-03
39,25667,25667,79240.0,215.0,47.818247,-119.018502,23426.0,7432.0,-22.77,402.56,98.13,409.92,2142.25,-0.00954,-0.0036,70.654,30.1,72.0,0.0,0.10183,0.31221,0.028705,0.033102,,,107.0,490.0,0.012428,229.5693,,11647916490.004717,1.1647916490004716e+19,-0.0131399999999999,240.981498,250.38,0.0441358322741291,0.0441358322741291,0.1353201236797196,0.012441511002935,0.0143472878320556,0.0,215.0,79240.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,40.0,42218.917129629626,2019-08-03
40,25668,25668,79241.0,215.0,47.818007,-119.020969,23364.0,7412.0,-22.58,403.64,100.89,409.81,2125.95,0.00881,0.00947,71.75,34.0,72.0,0.0,0.14737,0.2998,0.046442,0.043786,,,121.0,441.0,0.012429,236.6046,,11670309894.066978,1.167030989406698e+19,0.0182799999999999,240.979031,250.57,0.063996879832147,0.063996879832147,0.1301911147022981,0.020167897761855,0.0190145034968473,0.0,215.0,79241.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,41.0,42218.9171412037,2019-08-03
41,25669,25669,79242.0,215.0,47.817819,-119.023451,23303.0,7393.0,-22.45,404.7,102.35,409.52,2113.21,0.00208,-0.0012,67.606,40.1,72.0,3.02,0.2344,0.2227,0.023154,0.037623,,,91.0,548.0,0.012431,226.3,,11694889814.89309,1.1694889814893089e+19,0.0008799999999999,240.976549,250.7,0.1020049084059821,0.1020049084059821,0.0969133664761613,0.0100760309267581,0.0163725711133031,1.314227062227244,215.0,79242.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,42.0,42218.91715277778,2019-08-03
42,25670,25670,79243.0,215.0,47.817684,-119.025947,23242.0,7373.0,-22.31,405.76,93.82,409.87,2208.05,-0.00279,0.00531,65.647,40.1,72.0,0.0,-0.11032,0.22993,0.006226,0.041827,,,157.0,519.0,0.012432,209.1118,,11718977049.238688,1.1718977049238688e+19,0.0025199999999999,240.974053,250.84,-0.0481073334925221,-0.0481073334925221,0.1002657649559065,0.0027149769608814,0.018239534427046,0.0,215.0,79243.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,43.0,42218.91716435185,2019-08-03
43,25671,25671,79244.0,215.0,47.817604,-119.028455,23182.0,7355.0,-22.15,406.81,88.88,410.36,2277.18,0.00101,0.00043,64.97,33.0,72.0,0.76,0.13472,0.25368,0.008191,0.021817,,,189.0,432.0,0.012433,199.2679,,11741813079.651566,1.1741813079651566e+19,0.00144,240.971545,251.0,0.0588619391079354,0.0588619391079353,0.1108380100423177,0.0035788163838561,0.0095322960623354,0.3320596327347899,215.0,79244.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,44.0,42218.917175925926,2019-08-03
44,25672,25672,79245.0,215.0,47.81758,-119.030973,23121.0,7336.0,-22.01,407.88,88.6,410.47,2289.87,-0.00545,0.03986,65.109,41.0,72.0,0.0,-0.12997,0.28047,0.010336,0.027823,,,102.0,372.0,0.012432,191.5,,11766133853.251978,1.1766133853251975e+19,0.0344099999999999,240.969027,251.14,-0.0569041882063534,-0.0569041882063534,0.122796935186858,0.0045253650019302,0.0121816205929473,0.0,215.0,79245.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,45.0,42218.9171875,2019-08-03
45,25673,25673,79246.0,215.0,47.817614,-119.033498,23061.0,7317.0,-21.87,408.93,88.33,410.48,2260.04,-0.00158,-0.01819,63.942,25.0,72.0,4.71,0.033975,0.2337,0.013536,0.008067,,,125.0,319.0,0.012431,185.5915,,11789850906.8259,1.17898509068259e+19,-0.01977,240.966502,251.28,0.0149051073053707,0.0149051073053707,0.1025260802727047,0.0059383526853715,0.0035390581495931,2.066315096638593,215.0,79246.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,46.0,42218.91719907407,2019-08-03
46,25674,25674,79247.0,215.0,47.817704,-119.036026,23002.0,7298.0,-21.75,409.97,88.22,410.54,2141.21,-0.00465,0.01163,60.046,11.0,72.0,0.8,0.17472,0.20694,0.014928,0.0113,,,58.0,331.0,0.012429,178.1997,,11814193195.5167,1.1814193195516705e+19,0.00698,240.963974,251.4,0.0768093372871505,0.0768093372871505,0.0909736965327548,0.006562556015468,0.0049676368552243,0.3516911047946452,215.0,79247.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,47.0,42218.91721064815,2019-08-03
47,25675,25675,79248.0,215.0,47.817853,-119.038556,22945.0,7280.0,-21.58,410.97,88.45,410.39,2048.51,0.00259,-0.00743,57.679,24.1,72.0,0.0,0.052943,0.18554,0.050447,0.021845,,,57.0,,0.012427,166.9,,11835007421.136423,1.1835007421136425e+19,-0.00484,240.961444,251.57,0.0233154826369364,0.0233154826369364,0.0817096622491582,0.0222162732105383,0.009620284422943,0.0,215.0,79248.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,48.0,42218.91722222222,2019-08-03
48,25676,25676,79249.0,215.0,47.81806,-119.041084,22889.0,7263.0,-21.38,411.96,88.7,410.38,2000.31,-0.01083,0.03147,56.153,21.9,72.0,0.0,0.12552,0.1913,0.036596,0.014817,,,156.0,,0.012424,158.1987,,11854093093.068504,1.1854093093068503e+19,0.02064,240.958916,251.77,0.0553666940581482,0.0553666940581482,0.0843821588059572,0.0161424437201401,0.006535757694866,0.0,215.0,79249.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,49.0,42218.917233796295,2019-08-03
49,25677,25677,79250.0,215.0,47.818326,-119.043606,22833.0,7245.0,-21.24,412.95,90.26,410.25,1899.57,-0.00597,4e-05,53.802,17.1,72.0,0.0,0.15502,0.11232,0.027948,0.008976,,,157.0,,0.012424,142.148,,11875976416.76958,1.187597641676958e+19,-0.0059299999999999,240.956394,251.91,0.0685053339130053,0.0685053339130053,0.0496356541421026,0.0123505810359996,0.0039666099677663,0.0,215.0,79250.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,50.0,42218.91724537037,2019-08-03
50,25678,25678,79251.0,215.0,47.818652,-119.046121,22779.0,7229.0,-21.1,413.91,91.97,409.92,1796.74,-0.01032,0.03167,51.652,11.6,72.0,0.0,0.20513,0.10775,0.015741,0.000914,,,95.0,,0.01242,125.9886,,11896973143.53311,1.189697314353311e+19,0.0213499999999999,240.953879,252.05,0.0908098565643588,0.0908098565643588,0.0477002975908431,0.0069684490429462,0.0004046224779399,0.0,215.0,79251.0,20190803,20190803,2019.0,8.0,3.0,22.0,0.0,51.0,42218.91725694444,2019-08-03
