yyyymmdd,yyyy-mm-dd,year,month,day,hour,minute,second,julfrac,Latitude,Longitude,Static_Pressure,MSL_GPS_Altitude,NO2_CL
20190807,2019-08-07,2019.0,8.0,7.0,23.0,22.0,23.0,42222.97387731481,47.783437,-119.260981,529.12,5396.0,0.05121
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,1.0,42222.97501157408,47.632225,-119.225969,608.49,4295.0,-0.01854
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,2.0,42222.97502314815,47.631415,-119.223673,609.05,4287.0,0.03242
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,3.0,42222.97503472222,47.630638,-119.221356,609.61,4279.0,0.03392
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,4.0,42222.9750462963,47.629892,-119.21902,610.21,4272.0,0.06313
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,5.0,42222.97505787037,47.629177,-119.216665,610.75,4264.0,0.0546
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,6.0,42222.975069444445,47.628489,-119.214269,611.33,4257.0,0.05123
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,7.0,42222.97508101852,47.627846,-119.211903,611.84,4250.0,0.05679
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,8.0,42222.97509259259,47.62723,-119.209498,612.38,4243.0,0.03842
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,9.0,42222.97510416667,47.626647,-119.207077,612.91,4236.0,0.06069
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,10.0,42222.97511574074,47.626095,-119.204643,613.43,4230.0,0.02373
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,11.0,42222.975127314814,47.625577,-119.202195,613.94,4223.0,0.01579
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,12.0,42222.97513888889,47.625091,-119.199736,614.48,4215.0,0.02389
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,13.0,42222.97515046296,47.624639,-119.197265,615.01,4208.0,0.03498
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,14.0,42222.97516203704,47.624218,-119.194785,615.6,4200.0,0.04993
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,15.0,42222.97517361112,47.62383,-119.192296,616.21,4192.0,-0.01117
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,16.0,42222.97518518518,47.623472,-119.189774,616.85,4184.0,0.01763
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,17.0,42222.97519675926,47.623155,-119.187294,617.44,4176.0,0.03105
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,18.0,42222.97520833334,47.622868,-119.184783,618.03,4169.0,0.04687
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,19.0,42222.97521990741,47.622615,-119.182268,618.64,4162.0,0.01686
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,20.0,42222.97523148148,47.622395,-119.179749,619.2,4155.0,0.03986
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,21.0,42222.97524305555,47.622211,-119.177227,619.77,4148.0,0.00486
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,22.0,42222.97525462963,47.622059,-119.174704,620.29,4141.0,7e-05
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,23.0,42222.975266203706,47.621941,-119.172181,620.83,4134.0,0.03088
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,24.0,42222.975277777776,47.621858,-119.169659,621.32,4128.0,0.04984
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,25.0,42222.97528935185,47.621808,-119.167137,621.81,4122.0,0.05491
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,26.0,42222.97530092593,47.62179,-119.164618,622.28,4116.0,0.02445
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,27.0,42222.9753125,47.621798,-119.162103,622.75,4109.0,0.03443
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,28.0,42222.97532407408,47.621828,-119.159566,623.25,4103.0,0.04242
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,29.0,42222.97533564815,47.621871,-119.157083,623.76,4097.0,-0.00663
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,30.0,42222.97534722222,47.621923,-119.154579,624.18,4090.0,0.0431
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,31.0,42222.9753587963,47.62198,-119.152079,624.65,4084.0,0.05562
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,32.0,42222.97537037037,47.622039,-119.149582,625.12,4078.0,0.09785
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,33.0,42222.975381944445,47.6221,-119.147089,625.65,4072.0,0.10566
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,34.0,42222.97539351852,47.622162,-119.144599,626.12,4067.0,0.09028
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,35.0,42222.97540509259,47.622222,-119.142112,626.54,4061.0,0.1033
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,36.0,42222.97541666667,47.622278,-119.139604,626.91,4056.0,0.10698
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,37.0,42222.97542824074,47.622334,-119.137099,627.31,4051.0,0.08564
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,38.0,42222.975439814814,47.622387,-119.134672,627.73,4044.0,0.13405
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,39.0,42222.97545138889,47.622442,-119.13215,628.25,4037.0,0.11019
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,40.0,42222.97546296296,47.622495,-119.129679,628.8,4030.0,0.08002
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,41.0,42222.97547453704,47.622548,-119.127211,629.32,4023.0,0.09056
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,42.0,42222.97548611112,47.622602,-119.124746,629.87,4016.0,0.07777
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,43.0,42222.975497685184,47.622655,-119.122285,630.47,4009.0,0.05947
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,44.0,42222.97550925926,47.622711,-119.119876,630.97,4002.0,0.04908
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,45.0,42222.97552083333,47.622771,-119.117372,631.47,3996.0,0.05883
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,46.0,42222.97553240741,47.622832,-119.11492,631.99,3990.0,0.05509
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,47.0,42222.97554398148,47.622895,-119.112472,632.52,3984.0,0.03085
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,48.0,42222.97555555555,47.622963,-119.110028,632.97,3978.0,0.01227
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,49.0,42222.97556712963,47.623033,-119.107586,633.42,3972.0,0.05905
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,50.0,42222.97557870371,47.623105,-119.105195,633.82,3966.0,0.0303
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,51.0,42222.975590277776,47.623183,-119.10271,634.27,3960.0,0.0279
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,52.0,42222.97560185185,47.623265,-119.100273,634.69,3955.0,0.06007
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,53.0,42222.97561342592,47.623351,-119.097838,635.12,3949.0,0.08826
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,54.0,42222.975625,47.623443,-119.095403,635.55,3942.0,0.05196
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,55.0,42222.97563657408,47.62354,-119.092969,636.02,3936.0,0.08496
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,56.0,42222.97564814815,47.623638,-119.090583,636.5,3930.0,0.07595
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,57.0,42222.97565972222,47.623744,-119.088099,636.98,3924.0,0.05646
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,58.0,42222.9756712963,47.623852,-119.085664,637.48,3919.0,0.05084
20190807,2019-08-07,2019.0,8.0,7.0,23.0,24.0,59.0,42222.97568287037,47.623963,-119.08323,637.93,3914.0,0.10109
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,0.0,42222.975694444445,47.624078,-119.080799,638.24,3911.0,0.08291
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,1.0,42222.97570601852,47.624193,-119.078417,638.56,3907.0,0.15636
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,2.0,42222.97571759259,47.624313,-119.075987,638.89,3903.0,0.06368
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,3.0,42222.97572916667,47.624435,-119.07356,639.22,3900.0,0.08135
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,4.0,42222.97574074074,47.624562,-119.071089,639.4,3898.0,0.07355
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,5.0,42222.975752314815,47.624685,-119.068719,639.52,3898.0,0.08283
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,6.0,42222.97576388889,47.624814,-119.066304,639.57,3897.0,0.07375
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,7.0,42222.97577546296,47.624946,-119.063894,639.52,3898.0,0.14343
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,8.0,42222.97578703704,47.625081,-119.06149,639.47,3900.0,0.15127
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,9.0,42222.97579861112,47.625217,-119.059091,639.35,3902.0,0.11312
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,10.0,42222.975810185184,47.625355,-119.056698,639.19,3904.0,0.07867
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,11.0,42222.97582175926,47.625494,-119.05431,639.02,3907.0,0.10465
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,12.0,42222.97583333333,47.625634,-119.051927,638.77,3909.0,0.10559
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,13.0,42222.97584490741,47.625776,-119.049548,638.59,3911.0,0.13501
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,14.0,42222.97585648149,47.625921,-119.047171,638.44,3913.0,0.1124
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,15.0,42222.97586805555,47.626066,-119.044797,638.36,3913.0,0.16871
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,16.0,42222.97587962963,47.626213,-119.042425,638.29,3913.0,0.161
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,17.0,42222.97589120371,47.626363,-119.040056,638.24,3914.0,0.15894
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,18.0,42222.975902777776,47.626515,-119.037689,638.14,3914.0,0.12299
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,19.0,42222.97591435185,47.626668,-119.035324,638.09,3914.0,0.14723
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,20.0,42222.97592592592,47.626821,-119.03296,638.09,3915.0,0.12678
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,21.0,42222.9759375,47.626976,-119.030599,638.09,3915.0,0.08111
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,22.0,42222.97594907408,47.627132,-119.02824,638.06,3916.0,0.1008
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,23.0,42222.97596064815,47.62729,-119.025883,638.01,3917.0,0.06745
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,24.0,42222.97597222222,47.627448,-119.023527,637.98,3918.0,0.08537
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,25.0,42222.9759837963,47.627608,-119.021173,637.93,3918.0,0.0431
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,26.0,42222.97599537037,47.627767,-119.01882,637.88,3918.0,0.06185
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,27.0,42222.976006944446,47.627925,-119.016468,637.88,3919.0,0.05047
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,28.0,42222.97601851852,47.62808,-119.014117,637.83,3919.0,0.08443
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,29.0,42222.97603009259,47.628234,-119.011767,637.83,3919.0,0.07114
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,30.0,42222.97604166667,47.628387,-119.009418,637.83,3919.0,0.05877
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,31.0,42222.97605324074,47.628539,-119.00707,637.83,3919.0,0.04736
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,32.0,42222.976064814815,47.628689,-119.004723,637.88,3919.0,0.03542
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,33.0,42222.97607638889,47.628837,-119.002377,637.91,3919.0,0.05452
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,34.0,42222.97608796296,47.628985,-119.000032,637.91,3918.0,0.033
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,35.0,42222.97609953704,47.629132,-118.997688,637.93,3917.0,0.05366
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,36.0,42222.97611111112,47.629278,-118.995346,637.93,3917.0,0.01913
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,37.0,42222.976122685184,47.629424,-118.993005,637.98,3917.0,0.01071
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,38.0,42222.97613425926,47.629572,-118.990666,637.98,3917.0,0.01453
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,39.0,42222.97614583333,47.62972,-118.988328,638.01,3916.0,-0.00918
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,40.0,42222.97615740741,47.629868,-118.985992,638.03,3916.0,0.01863
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,41.0,42222.97616898149,47.630017,-118.983658,638.03,3916.0,0.02205
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,42.0,42222.97618055555,47.630168,-118.981326,638.06,3916.0,0.04105
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,43.0,42222.97619212963,47.630321,-118.978995,638.03,3917.0,-0.01363
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,44.0,42222.97620370371,47.630474,-118.976667,638.01,3917.0,0.06251
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,45.0,42222.97621527778,47.63063,-118.97434,637.98,3918.0,0.06191
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,46.0,42222.97622685185,47.630787,-118.972015,637.96,3918.0,0.0682
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,47.0,42222.97623842592,47.630946,-118.969692,637.93,3918.0,0.08424
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,48.0,42222.97625,47.631106,-118.967371,637.91,3918.0,0.06561
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,49.0,42222.97626157408,47.631267,-118.965052,637.88,3918.0,0.12527
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,50.0,42222.97627314815,47.63143,-118.962734,637.88,3918.0,0.10436
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,51.0,42222.97628472222,47.631593,-118.960418,637.91,3918.0,0.07668
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,52.0,42222.9762962963,47.631756,-118.958104,637.91,3918.0,0.06784
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,53.0,42222.97630787037,47.631919,-118.955792,637.96,3917.0,0.0655
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,54.0,42222.976319444446,47.632081,-118.95348,638.01,3917.0,0.07755
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,55.0,42222.97633101852,47.632241,-118.95117,638.01,3917.0,0.01212
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,56.0,42222.97634259259,47.6324,-118.948862,637.98,3918.0,0.03778
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,57.0,42222.97635416667,47.632558,-118.946556,637.93,3919.0,0.0606
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,58.0,42222.97636574074,47.632716,-118.944251,637.86,3920.0,0.06057
20190807,2019-08-07,2019.0,8.0,7.0,23.0,25.0,59.0,42222.976377314815,47.632873,-118.941947,637.81,3920.0,0.07662
20190807,2019-08-07,2019.0,8.0,7.0,23.0,26.0,0.0,42222.97638888889,47.63303,-118.939645,637.73,3921.0,0.04414
20190807,2019-08-07,2019.0,8.0,7.0,23.0,26.0,36.0,42222.976805555554,47.643407,-118.858232,640.71,3885.0,0.087
20190807,2019-08-07,2019.0,8.0,7.0,23.0,26.0,37.0,42222.97681712963,47.64389,-118.856045,640.53,3886.0,0.12302
20190807,2019-08-07,2019.0,8.0,7.0,23.0,26.0,38.0,42222.9768287037,47.644384,-118.853866,640.41,3887.0,0.08011
20190807,2019-08-07,2019.0,8.0,7.0,23.0,26.0,39.0,42222.97684027778,47.644889,-118.851694,640.3,3889.0,0.07457
20190807,2019-08-07,2019.0,8.0,7.0,23.0,26.0,40.0,42222.976851851854,47.645407,-118.849529,640.25,3889.0,0.09701
20190807,2019-08-07,2019.0,8.0,7.0,23.0,26.0,41.0,42222.97686342592,47.645937,-118.847372,640.18,3890.0,0.09123
20190807,2019-08-07,2019.0,8.0,7.0,23.0,26.0,42.0,42222.976875,47.64648,-118.845222,640.15,3891.0,0.10329
20190807,2019-08-07,2019.0,8.0,7.0,23.0,26.0,43.0,42222.97688657408,47.647035,-118.84308,640.15,3891.0,0.04917
20190807,2019-08-07,2019.0,8.0,7.0,23.0,26.0,44.0,42222.97689814815,47.647602,-118.840945,640.13,3891.0,0.08976
20190807,2019-08-07,2019.0,8.0,7.0,23.0,26.0,45.0,42222.97690972222,47.64818,-118.838817,640.1,3891.0,0.11883
20190807,2019-08-07,2019.0,8.0,7.0,23.0,26.0,46.0,42222.97692129629,47.648769,-118.836696,640.1,3892.0,0.07019
20190807,2019-08-07,2019.0,8.0,7.0,23.0,26.0,47.0,42222.97693287037,47.64937,-118.834584,640.08,3891.0,0.08731
20190807,2019-08-07,2019.0,8.0,7.0,23.0,26.0,48.0,42222.97694444445,47.649983,-118.832479,640.1,3891.0,0.08534
20190807,2019-08-07,2019.0,8.0,7.0,23.0,26.0,49.0,42222.97695601852,47.650609,-118.830382,640.05,3892.0,0.08672
20190807,2019-08-07,2019.0,8.0,7.0,23.0,26.0,50.0,42222.97696759259,47.651249,-118.828296,640.03,3892.0,0.07716
20190807,2019-08-07,2019.0,8.0,7.0,23.0,26.0,51.0,42222.97697916667,47.651901,-118.826218,640.03,3891.0,0.09412
20190807,2019-08-07,2019.0,8.0,7.0,23.0,26.0,52.0,42222.97699074074,47.652567,-118.82415,640.03,3891.0,0.08059
20190807,2019-08-07,2019.0,8.0,7.0,23.0,26.0,53.0,42222.977002314816,47.653245,-118.822091,640.08,3890.0,0.0887
20190807,2019-08-07,2019.0,8.0,7.0,23.0,26.0,54.0,42222.977013888885,47.653935,-118.820041,640.15,3889.0,0.09585
20190807,2019-08-07,2019.0,8.0,7.0,23.0,26.0,55.0,42222.97702546296,47.654638,-118.818001,640.25,3888.0,0.07511
20190807,2019-08-07,2019.0,8.0,7.0,23.0,26.0,56.0,42222.97703703704,47.655351,-118.815969,640.33,3887.0,0.09254
20190807,2019-08-07,2019.0,8.0,7.0,23.0,26.0,57.0,42222.97704861111,47.656076,-118.813948,640.38,3886.0,0.09362
20190807,2019-08-07,2019.0,8.0,7.0,23.0,26.0,58.0,42222.97706018519,47.656815,-118.811938,640.43,3886.0,0.07611
20190807,2019-08-07,2019.0,8.0,7.0,23.0,26.0,59.0,42222.97707175926,47.657568,-118.809941,640.48,3886.0,0.08745
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,0.0,42222.97708333333,47.658334,-118.807958,640.46,3885.0,0.05825
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,1.0,42222.97709490741,47.659114,-118.805988,640.46,3885.0,0.05114
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,2.0,42222.977106481485,47.659907,-118.804031,640.51,3885.0,0.05863
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,3.0,42222.977118055554,47.660713,-118.802088,640.53,3885.0,0.05956
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,4.0,42222.97712962963,47.661532,-118.800159,640.53,3885.0,0.07177
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,5.0,42222.9771412037,47.662364,-118.798245,640.53,3885.0,0.06281
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,6.0,42222.97715277778,47.66321,-118.796347,640.53,3885.0,0.02514
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,7.0,42222.977164351854,47.664068,-118.794462,640.53,3885.0,0.03716
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,8.0,42222.97717592592,47.664939,-118.792593,640.48,3885.0,0.03342
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,9.0,42222.9771875,47.665824,-118.79074,640.41,3886.0,-0.00601
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,10.0,42222.97719907408,47.666721,-118.788903,640.33,3887.0,0.03432
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,11.0,42222.97721064815,47.667631,-118.787081,640.28,3889.0,0.04676
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,12.0,42222.977222222224,47.668552,-118.785273,640.23,3890.0,0.01985
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,13.0,42222.97723379629,47.669486,-118.783481,640.13,3891.0,0.05135
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,14.0,42222.97724537037,47.670432,-118.781704,640.05,3892.0,0.0303
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,15.0,42222.97725694445,47.671388,-118.779941,640.0,3893.0,0.0492
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,16.0,42222.97726851852,47.672354,-118.778193,639.95,3893.0,0.04349
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,17.0,42222.97728009259,47.673331,-118.776459,639.93,3893.0,0.04553
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,18.0,42222.97729166667,47.674319,-118.77474,639.93,3893.0,0.03266
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,19.0,42222.97730324074,47.675317,-118.773036,639.95,3892.0,0.05313
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,20.0,42222.977314814816,47.676327,-118.771347,639.95,3892.0,0.05128
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,21.0,42222.977326388886,47.677347,-118.769673,640.0,3891.0,0.02483
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,22.0,42222.97733796296,47.678379,-118.768017,640.05,3890.0,0.03166
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,23.0,42222.97734953704,47.679421,-118.766375,640.1,3890.0,0.02332
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,24.0,42222.97736111111,47.680472,-118.764749,640.13,3889.0,0.02651
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,25.0,42222.97737268519,47.681534,-118.763138,640.15,3889.0,0.00243
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,26.0,42222.97738425926,47.682606,-118.761546,640.18,3888.0,0.02216
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,27.0,42222.97739583333,47.683689,-118.759971,640.2,3888.0,0.04185
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,28.0,42222.97740740741,47.684781,-118.758413,640.2,3889.0,0.00696
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,29.0,42222.97741898148,47.685884,-118.756873,640.15,3889.0,0.02224
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,30.0,42222.97743055556,47.686995,-118.75535,640.18,3890.0,0.03493
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,31.0,42222.97744212963,47.688116,-118.753845,640.15,3890.0,0.02861
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,32.0,42222.9774537037,47.689246,-118.752357,640.13,3890.0,0.03389
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,33.0,42222.97746527778,47.690385,-118.750888,640.13,3890.0,0.01432
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,34.0,42222.977476851855,47.691531,-118.749434,640.1,3890.0,0.00591
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,35.0,42222.97748842592,47.692684,-118.747996,640.1,3890.0,0.02709
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,36.0,42222.9775,47.693846,-118.746575,640.08,3891.0,0.03948
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,37.0,42222.97751157408,47.695015,-118.74517,640.05,3891.0,0.0412
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,38.0,42222.97752314815,47.696191,-118.743781,640.0,3892.0,0.04335
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,39.0,42222.977534722224,47.697374,-118.742407,639.98,3892.0,0.01871
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,40.0,42222.97754629629,47.698562,-118.741046,639.93,3893.0,0.02049
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,41.0,42222.97755787037,47.699756,-118.739697,639.85,3893.0,0.03549
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,42.0,42222.97756944445,47.700954,-118.73836,639.82,3894.0,0.02795
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,43.0,42222.97758101852,47.702157,-118.737035,639.82,3895.0,0.0232
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,44.0,42222.97759259259,47.703365,-118.735721,639.8,3895.0,0.06683
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,45.0,42222.97760416667,47.704576,-118.734414,639.77,3895.0,0.03509
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,46.0,42222.97761574074,47.705787,-118.733111,639.75,3895.0,0.01779
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,47.0,42222.977627314816,47.706999,-118.731811,639.72,3895.0,0.02614
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,48.0,42222.977638888886,47.708211,-118.730515,639.7,3896.0,0.02902
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,49.0,42222.97765046296,47.709424,-118.729222,639.7,3896.0,0.03459
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,50.0,42222.97766203704,47.710636,-118.727932,639.7,3896.0,0.01784
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,51.0,42222.97767361111,47.711848,-118.726643,639.7,3896.0,0.0621
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,52.0,42222.97768518519,47.713058,-118.725355,639.72,3895.0,0.09775
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,53.0,42222.97769675926,47.714267,-118.724067,639.72,3895.0,0.05283
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,54.0,42222.97770833333,47.715474,-118.722779,639.75,3895.0,0.0728
20190807,2019-08-07,2019.0,8.0,7.0,23.0,27.0,55.0,42222.97771990741,47.71668,-118.721491,639.77,3894.0,0.07098
