yyyymmdd,yyyy-mm-dd,year,month,day,hour,minute,second,julfrac,Latitude,Longitude,Static_Pressure,MSL_GPS_Altitude,CO_DACOM
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,20.0,42218.91689814815,47.830062,-118.972474,393.35,7615.0,87.01
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,21.0,42218.91690972223,47.829358,-118.974719,393.34,7615.0,86.99
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,22.0,42218.916921296295,47.828654,-118.976964,393.32,7615.0,86.96
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,23.0,42218.91693287037,47.827951,-118.979209,393.32,7615.0,86.96
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,24.0,42218.91694444444,47.827249,-118.981454,393.3,7615.0,87.0
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,25.0,42218.91695601852,47.826547,-118.983699,393.35,7614.0,87.07
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,26.0,42218.9169675926,47.82585,-118.985945,393.44,7612.0,87.26
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,27.0,42218.916979166665,47.825159,-118.988194,393.59,7609.0,87.15
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,28.0,42218.91699074074,47.824478,-118.990446,393.81,7604.0,87.12
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,29.0,42218.91700231482,47.823808,-118.992704,394.1,7597.0,87.26
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,30.0,42218.91701388889,47.823151,-118.994969,394.49,7590.0,87.43
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,31.0,42218.91702546296,47.822512,-118.997242,394.92,7581.0,86.77
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,32.0,42218.91703703704,47.821896,-118.999529,395.42,7570.0,87.37
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,33.0,42218.91704861111,47.821305,-119.001831,396.03,7557.0,87.08
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,34.0,42218.91706018519,47.820744,-119.004149,396.73,7543.0,86.9
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,35.0,42218.91707175926,47.820217,-119.006486,397.54,7526.0,86.65
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,36.0,42218.91708333333,47.819728,-119.008845,398.42,7509.0,85.63
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,37.0,42218.91709490741,47.819283,-119.011225,399.36,7490.0,83.78
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,38.0,42218.91710648148,47.818886,-119.013629,400.38,7471.0,84.17
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,39.0,42218.91711805556,47.81854,-119.016055,401.49,7451.0,91.66
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,40.0,42218.917129629626,47.818247,-119.018502,402.56,7432.0,98.13
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,41.0,42218.9171412037,47.818007,-119.020969,403.64,7412.0,100.89
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,42.0,42218.91715277778,47.817819,-119.023451,404.7,7393.0,102.35
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,43.0,42218.91716435185,47.817684,-119.025947,405.76,7373.0,93.82
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,44.0,42218.917175925926,47.817604,-119.028455,406.81,7355.0,88.88
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,45.0,42218.9171875,47.81758,-119.030973,407.88,7336.0,88.6
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,46.0,42218.91719907407,47.817614,-119.033498,408.93,7317.0,88.33
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,47.0,42218.91721064815,47.817704,-119.036026,409.97,7298.0,88.22
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,48.0,42218.91722222222,47.817853,-119.038556,410.97,7280.0,88.45
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,49.0,42218.917233796295,47.81806,-119.041084,411.96,7263.0,88.7
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,50.0,42218.91724537037,47.818326,-119.043606,412.95,7245.0,90.26
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,51.0,42218.91725694444,47.818652,-119.046121,413.91,7229.0,91.97
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,52.0,42218.91726851852,47.819036,-119.048625,414.85,7212.0,93.35
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,53.0,42218.9172800926,47.81948,-119.051113,415.81,7196.0,91.33
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,54.0,42218.917291666665,47.819983,-119.053585,416.7,7181.0,84.6
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,55.0,42218.91730324074,47.820544,-119.056035,417.57,7166.0,82.85
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,56.0,42218.91731481482,47.821164,-119.058462,418.43,7150.0,81.46
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,57.0,42218.91732638889,47.821842,-119.060861,419.27,7136.0,81.15
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,58.0,42218.917337962965,47.822579,-119.06323,420.1,7121.0,84.03
20190803,2019-08-03,2019.0,8.0,3.0,22.0,0.0,59.0,42218.91734953704,47.823373,-119.065566,420.91,7107.0,88.47
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,0.0,42218.91736111111,47.824224,-119.067865,421.7,7093.0,102.26
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,1.0,42218.91737268519,47.825132,-119.070125,422.51,7079.0,101.24
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,2.0,42218.91738425926,47.826095,-119.072341,423.32,7065.0,101.15
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,3.0,42218.91739583333,47.827113,-119.074512,424.12,7051.0,100.27
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,4.0,42218.91740740741,47.828186,-119.076634,424.91,7037.0,99.45
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,5.0,42218.91741898148,47.829311,-119.078703,425.71,7023.0,87.78
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,6.0,42218.91743055556,47.830488,-119.080718,426.55,7008.0,84.83
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,7.0,42218.91744212963,47.831716,-119.082676,427.37,6994.0,85.71
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,8.0,42218.9174537037,47.832992,-119.084575,428.2,6979.0,88.62
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,9.0,42218.91746527778,47.834316,-119.086413,429.06,6963.0,87.14
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,10.0,42218.91747685185,47.835686,-119.088187,429.94,6947.0,86.71
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,11.0,42218.91748842593,47.8371,-119.089897,430.85,6930.0,92.05
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,12.0,42218.9175,47.838556,-119.091541,431.86,6912.0,97.04
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,13.0,42218.91751157407,47.840053,-119.09312,432.95,6893.0,103.26
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,14.0,42218.91752314815,47.841589,-119.094632,434.11,6873.0,99.16
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,15.0,42218.91753472222,47.843162,-119.096075,435.31,6853.0,96.63
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,16.0,42218.917546296296,47.844773,-119.097448,436.53,6832.0,98.63
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,17.0,42218.91755787037,47.846417,-119.098753,437.75,6810.0,99.65
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,18.0,42218.91756944444,47.848092,-119.099993,438.98,6789.0,99.45
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,19.0,42218.91758101852,47.849795,-119.101172,440.22,6769.0,97.45
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,20.0,42218.9175925926,47.851521,-119.102294,441.49,6749.0,96.04
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,21.0,42218.917604166665,47.853269,-119.103363,442.67,6729.0,95.06
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,22.0,42218.91761574074,47.855035,-119.104383,443.8,6711.0,93.7
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,23.0,42218.91762731481,47.856817,-119.105359,444.79,6695.0,94.33
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,24.0,42218.91763888889,47.858611,-119.106297,445.71,6680.0,97.03
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,25.0,42218.917650462965,47.860415,-119.107204,446.62,6666.0,99.05
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,26.0,42218.91766203704,47.862227,-119.108085,447.47,6653.0,101.15
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,27.0,42218.91767361111,47.864046,-119.10894,448.28,6641.0,102.17
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,28.0,42218.91768518519,47.865869,-119.109773,449.0,6630.0,100.4
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,29.0,42218.91769675926,47.867696,-119.110586,449.66,6619.0,99.67
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,30.0,42218.91770833333,47.869526,-119.111384,450.27,6609.0,101.17
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,31.0,42218.91771990741,47.871358,-119.112165,450.82,6599.0,102.11
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,32.0,42218.91773148148,47.873191,-119.112936,451.35,6588.0,101.55
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,33.0,42218.91774305556,47.876108,-119.114144,452.0,6576.0,99.57
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,34.0,42218.91775462963,47.87686,-119.114452,452.74,6564.0,93.76
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,35.0,42218.9177662037,47.878695,-119.1152,453.49,6551.0,89.46
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,36.0,42218.91777777778,47.880531,-119.115939,454.25,6538.0,99.02
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,47.0,42218.9179050926,47.900802,-119.123848,464.71,6364.0,278.65
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,48.0,42218.917916666665,47.902653,-119.124565,465.79,6346.0,296.66
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,49.0,42218.91792824074,47.904505,-119.125281,466.86,6328.0,297.97
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,50.0,42218.91793981481,47.906359,-119.125997,467.92,6311.0,297.86
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,51.0,42218.91795138889,47.908214,-119.126715,468.98,6294.0,299.87
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,52.0,42218.917962962965,47.910069,-119.127435,470.02,6277.0,300.65
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,53.0,42218.91797453704,47.911925,-119.128158,471.06,6261.0,304.44
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,54.0,42218.91798611111,47.91378,-119.128885,472.08,6244.0,303.89
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,55.0,42218.91799768519,47.915636,-119.129617,473.07,6228.0,301.94
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,56.0,42218.91800925926,47.91749,-119.130357,474.08,6212.0,301.44
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,57.0,42218.918020833335,47.919343,-119.131104,475.07,6197.0,300.61
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,58.0,42218.91803240741,47.921194,-119.131861,476.02,6182.0,299.98
20190803,2019-08-03,2019.0,8.0,3.0,22.0,1.0,59.0,42218.91804398148,47.923043,-119.132628,476.96,6168.0,294.61
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,0.0,42218.91805555556,47.92489,-119.133405,477.87,6154.0,276.03
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,1.0,42218.91806712963,47.926734,-119.134194,478.83,6140.0,284.42
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,2.0,42218.9180787037,47.928575,-119.134992,479.71,6127.0,298.49
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,3.0,42218.91809027778,47.930415,-119.135794,480.51,6115.0,310.34
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,4.0,42218.91810185185,47.932253,-119.136596,481.27,6104.0,283.65
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,5.0,42218.91811342593,47.934091,-119.137395,481.99,6092.0,283.83
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,6.0,42218.918125,47.935928,-119.13819,482.65,6081.0,292.47
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,7.0,42218.91813657407,47.937765,-119.138983,483.3,6070.0,296.23
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,8.0,42218.91814814815,47.9396,-119.139772,483.96,6059.0,282.76
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,9.0,42218.91815972222,47.941435,-119.140559,484.63,6048.0,281.81
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,10.0,42218.918171296296,47.94327,-119.141341,485.33,6036.0,274.18
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,11.0,42218.91818287037,47.945104,-119.14212,486.1,6025.0,280.75
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,12.0,42218.91819444444,47.946938,-119.142895,486.83,6014.0,291.36
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,13.0,42218.91820601852,47.948771,-119.143668,487.55,6003.0,291.9
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,14.0,42218.9182175926,47.950603,-119.144438,488.26,5992.0,291.81
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,15.0,42218.918229166666,47.952435,-119.145202,489.01,5981.0,297.37
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,16.0,42218.91824074074,47.954268,-119.145961,489.75,5969.0,307.69
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,17.0,42218.91825231481,47.9561,-119.146713,490.46,5959.0,304.21
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,18.0,42218.91826388889,47.957932,-119.14746,491.15,5948.0,297.17
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,19.0,42218.918275462966,47.959764,-119.148204,491.82,5936.0,302.63
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,20.0,42218.91828703704,47.961595,-119.148943,492.5,5926.0,310.95
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,21.0,42218.91829861111,47.963426,-119.149681,493.21,5915.0,312.24
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,22.0,42218.91831018519,47.965255,-119.150416,493.93,5903.0,313.1
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,23.0,42218.91832175926,47.967084,-119.151149,494.66,5891.0,314.99
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,24.0,42218.918333333335,47.968911,-119.15188,495.38,5880.0,318.44
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,25.0,42218.918344907404,47.970739,-119.152608,496.16,5868.0,328.11
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,26.0,42218.91835648148,47.972565,-119.153335,496.94,5856.0,325.38
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,27.0,42218.91836805556,47.97439,-119.154061,497.7,5844.0,323.81
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,28.0,42218.91837962963,47.976214,-119.154787,498.47,5832.0,329.36
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,29.0,42218.9183912037,47.978037,-119.155512,499.29,5820.0,324.81
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,30.0,42218.91840277778,47.979859,-119.156237,500.08,5808.0,326.31
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,31.0,42218.91841435185,47.98168,-119.156963,500.84,5796.0,326.76
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,32.0,42218.91842592593,47.983499,-119.157691,501.65,5784.0,326.98
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,33.0,42218.9184375,47.985316,-119.158424,502.42,5772.0,325.6
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,34.0,42218.91844907407,47.987131,-119.159162,503.2,5760.0,323.89
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,35.0,42218.91846064815,47.988943,-119.159903,504.02,5748.0,320.79
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,36.0,42218.91847222222,47.990757,-119.160642,504.85,5736.0,318.97
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,37.0,42218.9184837963,47.99257,-119.16137,505.66,5725.0,322.95
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,38.0,42218.91849537037,47.994387,-119.162083,506.43,5713.0,323.09
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,39.0,42218.91850694444,47.996206,-119.162773,507.21,5701.0,322.37
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,40.0,42218.91851851852,47.998031,-119.163433,507.96,5690.0,324.62
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,41.0,42218.91853009259,47.999862,-119.164056,508.73,5677.0,318.37
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,42.0,42218.918541666666,48.001699,-119.164637,509.51,5665.0,307.8
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,43.0,42218.91855324074,48.003544,-119.165168,510.41,5652.0,310.38
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,44.0,42218.91856481481,48.005396,-119.165642,511.28,5639.0,312.61
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,45.0,42218.91857638889,48.007257,-119.166057,512.2,5625.0,321.87
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,46.0,42218.918587962966,48.009125,-119.166407,513.11,5611.0,324.95
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,47.0,42218.91859953704,48.011001,-119.166688,514.06,5596.0,327.42
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,48.0,42218.91861111111,48.012883,-119.166898,515.03,5581.0,328.28
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,49.0,42218.91862268518,48.014771,-119.167035,516.01,5566.0,329.95
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,50.0,42218.91863425926,48.016663,-119.167094,517.03,5550.0,332.18
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,51.0,42218.918645833335,48.018558,-119.167074,518.05,5534.0,335.4
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,52.0,42218.918657407405,48.020455,-119.166974,519.09,5518.0,334.8
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,53.0,42218.91866898148,48.022353,-119.166792,520.2,5500.0,333.9
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,54.0,42218.91868055556,48.02425,-119.166528,521.35,5483.0,332.7
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,55.0,42218.91869212963,48.026144,-119.166179,522.55,5464.0,329.54
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,56.0,42218.918703703705,48.028034,-119.165744,523.88,5444.0,323.51
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,57.0,42218.91871527778,48.029918,-119.165221,525.23,5423.0,318.44
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,58.0,42218.91872685185,48.031795,-119.164608,526.65,5401.0,314.46
20190803,2019-08-03,2019.0,8.0,3.0,22.0,2.0,59.0,42218.91873842593,48.033662,-119.163903,528.14,5378.0,310.16
20190803,2019-08-03,2019.0,8.0,3.0,22.0,3.0,0.0,42218.91875,48.035518,-119.163102,529.72,5355.0,309.7
20190803,2019-08-03,2019.0,8.0,3.0,22.0,3.0,1.0,42218.91876157408,48.037359,-119.162207,531.33,5331.0,308.57
20190803,2019-08-03,2019.0,8.0,3.0,22.0,3.0,2.0,42218.91877314815,48.039186,-119.161219,532.98,5307.0,308.55
20190803,2019-08-03,2019.0,8.0,3.0,22.0,3.0,3.0,42218.91878472222,48.040994,-119.160137,534.63,5284.0,310.04
20190803,2019-08-03,2019.0,8.0,3.0,22.0,3.0,4.0,42218.9187962963,48.042783,-119.158964,536.27,5261.0,308.89
20190803,2019-08-03,2019.0,8.0,3.0,22.0,3.0,5.0,42218.91880787037,48.044551,-119.157703,537.81,5240.0,309.58
20190803,2019-08-03,2019.0,8.0,3.0,22.0,3.0,6.0,42218.91881944444,48.046278,-119.156371,539.3,5219.0,312.14
20190803,2019-08-03,2019.0,8.0,3.0,22.0,3.0,7.0,42218.91883101852,48.048014,-119.154926,540.75,5199.0,316.24
20190803,2019-08-03,2019.0,8.0,3.0,22.0,3.0,8.0,42218.91884259259,48.049705,-119.153413,542.12,5179.0,300.61
20190803,2019-08-03,2019.0,8.0,3.0,22.0,3.0,9.0,42218.918854166666,48.051367,-119.151822,543.44,5161.0,268.56
20190803,2019-08-03,2019.0,8.0,3.0,22.0,3.0,10.0,42218.91886574074,48.052998,-119.150155,544.81,5143.0,243.07
20190803,2019-08-03,2019.0,8.0,3.0,22.0,3.0,11.0,42218.91887731481,48.054596,-119.148412,546.06,5126.0,232.87
20190803,2019-08-03,2019.0,8.0,3.0,22.0,3.0,12.0,42218.91888888889,48.056159,-119.146597,547.21,5110.0,226.22
20190803,2019-08-03,2019.0,8.0,3.0,22.0,3.0,13.0,42218.918900462966,48.057684,-119.144709,548.32,5095.0,237.3
20190803,2019-08-03,2019.0,8.0,3.0,22.0,3.0,14.0,42218.91891203704,48.05917,-119.142751,549.37,5081.0,225.1
20190803,2019-08-03,2019.0,8.0,3.0,22.0,3.0,15.0,42218.91892361111,48.060615,-119.140726,550.35,5068.0,227.78
20190803,2019-08-03,2019.0,8.0,3.0,22.0,3.0,16.0,42218.91893518518,48.062019,-119.138638,551.27,5056.0,236.77
20190803,2019-08-03,2019.0,8.0,3.0,22.0,3.0,17.0,42218.91894675926,48.063378,-119.136489,552.1,5045.0,252.06
20190803,2019-08-03,2019.0,8.0,3.0,22.0,3.0,18.0,42218.918958333335,48.064694,-119.134283,552.88,5035.0,252.1
20190803,2019-08-03,2019.0,8.0,3.0,22.0,3.0,19.0,42218.918969907405,48.065964,-119.132021,553.62,5025.0,255.55
20190803,2019-08-03,2019.0,8.0,3.0,22.0,3.0,20.0,42218.91898148148,48.067187,-119.129707,554.3,5016.0,263.76
20190803,2019-08-03,2019.0,8.0,3.0,22.0,3.0,21.0,42218.91899305556,48.068362,-119.127344,554.9,5009.0,288.93
20190803,2019-08-03,2019.0,8.0,3.0,22.0,3.0,22.0,42218.91900462963,48.069488,-119.124934,555.47,5002.0,309.69
20190803,2019-08-03,2019.0,8.0,3.0,22.0,3.0,23.0,42218.919016203705,48.070566,-119.122482,555.92,4996.0,315.0
20190803,2019-08-03,2019.0,8.0,3.0,22.0,3.0,24.0,42218.919027777774,48.071594,-119.119991,556.34,4991.0,318.15
20190803,2019-08-03,2019.0,8.0,3.0,22.0,3.0,25.0,42218.91903935185,48.072573,-119.117464,556.66,4987.0,317.8
20190803,2019-08-03,2019.0,8.0,3.0,22.0,3.0,26.0,42218.91905092593,48.073502,-119.114904,556.91,4984.0,316.88
20190803,2019-08-03,2019.0,8.0,3.0,22.0,3.0,27.0,42218.9190625,48.074383,-119.112316,557.11,4982.0,317.21
20190803,2019-08-03,2019.0,8.0,3.0,22.0,3.0,28.0,42218.91907407408,48.075215,-119.109701,557.22,4981.0,317.56
20190803,2019-08-03,2019.0,8.0,3.0,22.0,3.0,29.0,42218.91908564815,48.075999,-119.107063,557.31,4981.0,317.3
20190803,2019-08-03,2019.0,8.0,3.0,22.0,3.0,30.0,42218.91909722222,48.076735,-119.104405,557.34,4981.0,317.65
20190803,2019-08-03,2019.0,8.0,3.0,22.0,3.0,31.0,42218.9191087963,48.077422,-119.10173,557.29,4982.0,307.57
20190803,2019-08-03,2019.0,8.0,3.0,22.0,3.0,32.0,42218.91912037037,48.078063,-119.09904,557.25,4983.0,274.72
20190803,2019-08-03,2019.0,8.0,3.0,22.0,3.0,33.0,42218.91913194444,48.07866,-119.096338,557.13,4984.0,266.04
